seqnames1	start1	end1	seqnames2	start2	end2	name	selected_anch1	selected_anch2	loop_class	celltype
chrX	48801500	48802500	chrX	49042500	49043500	chrX_48802000_49043000	promoter	promoter	P-P	HCT116
chrX	48801500	48802500	chrX	49190500	49191500	chrX_48802000_49191000	promoter	enhancer	E-P	HCT116
chrX	48801500	48802500	chrX	48865500	48866500	chrX_48802000_48866000	promoter	NA	E/P-other	HCT116
chrX	48801500	48802500	chrX	48917500	48918500	chrX_48802000_48918000	promoter	enhancer	E-P	HCT116
chrX	48801500	48802500	chrX	49122500	49123500	chrX_48802000_49123000	promoter	NA	E/P-other	HCT116
chrX	48896500	48897500	chrX	49001500	49002500	chrX_48897000_49002000	enhancer	promoter	E-P	HCT116
chrX	48896500	48897500	chrX	49155500	49156500	chrX_48897000_49156000	enhancer	enhancer	E-E	HCT116
chrX	48896500	48897500	chrX	49190500	49191500	chrX_48897000_49191000	enhancer	enhancer	E-E	HCT116
chrX	48896500	48897500	chrX	49185500	49186500	chrX_48897000_49186000	enhancer	promoter	E-P	HCT116
chrX	48896500	48897500	chrX	49171500	49172500	chrX_48897000_49172000	enhancer	promoter	E-P	HCT116
chrX	48896500	48897500	chrX	49165500	49166500	chrX_48897000_49166000	enhancer	enhancer	E-E	HCT116
chrX	48896500	48897500	chrX	49042500	49043500	chrX_48897000_49043000	enhancer	promoter	E-P	HCT116
chrX	48896500	48897500	chrX	48916500	48917500	chrX_48897000_48917000	enhancer	enhancer	E-E	HCT116
chrX	48896500	48897500	chrX	48956500	48957500	chrX_48897000_48957000	enhancer	NA	E/P-other	HCT116
chrX	48916500	48917500	chrX	49175500	49176500	chrX_48917000_49176000	enhancer	NA	E/P-other	HCT116
chrX	48916500	48917500	chrX	49073500	49074500	chrX_48917000_49074000	enhancer	promoter	E-P	HCT116
chrX	48916500	48917500	chrX	49184500	49185500	chrX_48917000_49185000	enhancer	promoter	E-P	HCT116
chrX	48916500	48917500	chrX	49099500	49100500	chrX_48917000_49100000	enhancer	NA	E/P-other	HCT116
chrX	48916500	48917500	chrX	49163500	49164500	chrX_48917000_49164000	enhancer	promoter	E-P	HCT116
chrX	48916500	48917500	chrX	49042500	49043500	chrX_48917000_49043000	enhancer	promoter	E-P	HCT116
chrX	48917500	48918500	chrX	49002500	49003500	chrX_48918000_49003000	enhancer	enhancer	E-E	HCT116
chrX	48917500	48918500	chrX	49171500	49172500	chrX_48918000_49172000	enhancer	promoter	E-P	HCT116
chrX	48917500	48918500	chrX	49123500	49124500	chrX_48918000_49124000	enhancer	promoter	E-P	HCT116
chrX	48917500	48918500	chrX	48944500	48945500	chrX_48918000_48945000	enhancer	NA	E/P-other	HCT116
chrX	48917500	48918500	chrX	49198500	49199500	chrX_48918000_49199000	enhancer	NA	E/P-other	HCT116
chrX	48917500	48918500	chrX	48956500	48957500	chrX_48918000_48957000	enhancer	NA	E/P-other	HCT116
chrX	48917500	48918500	chrX	49154500	49155500	chrX_48918000_49155000	enhancer	enhancer	E-E	HCT116
chrX	48917500	48918500	chrX	49190500	49191500	chrX_48918000_49191000	enhancer	enhancer	E-E	HCT116
chrX	48917500	48918500	chrX	49058500	49059500	chrX_48918000_49059000	enhancer	promoter	E-P	HCT116
chrX	49001500	49002500	chrX	49164500	49165500	chrX_49002000_49165000	promoter	NA	E/P-other	HCT116
chrX	49001500	49002500	chrX	49122500	49123500	chrX_49002000_49123000	promoter	NA	E/P-other	HCT116
chrX	49001500	49002500	chrX	49099500	49100500	chrX_49002000_49100000	promoter	NA	E/P-other	HCT116
chrX	49001500	49002500	chrX	49058500	49059500	chrX_49002000_49059000	promoter	promoter	P-P	HCT116
chrX	49001500	49002500	chrX	49199500	49200500	chrX_49002000_49200000	promoter	promoter	P-P	HCT116
chrX	49001500	49002500	chrX	49190500	49191500	chrX_49002000_49191000	promoter	enhancer	E-P	HCT116
chrX	49001500	49002500	chrX	49184500	49185500	chrX_49002000_49185000	promoter	promoter	P-P	HCT116
chrX	49001500	49002500	chrX	49154500	49155500	chrX_49002000_49155000	promoter	enhancer	E-P	HCT116
chrX	49001500	49002500	chrX	49078500	49079500	chrX_49002000_49079000	promoter	NA	E/P-other	HCT116
chrX	49001500	49002500	chrX	49041500	49042500	chrX_49002000_49042000	promoter	NA	E/P-other	HCT116
chrX	49002500	49003500	chrX	49072500	49073500	chrX_49003000_49073000	enhancer	NA	E/P-other	HCT116
chrX	49042500	49043500	chrX	49163500	49164500	chrX_49043000_49164000	promoter	promoter	P-P	HCT116
chrX	49042500	49043500	chrX	49079500	49080500	chrX_49043000_49080000	promoter	promoter	P-P	HCT116
chrX	49042500	49043500	chrX	49268500	49269500	chrX_49043000_49269000	promoter	enhancer	E-P	HCT116
chrX	49042500	49043500	chrX	49154500	49155500	chrX_49043000_49155000	promoter	enhancer	E-P	HCT116
chrX	49042500	49043500	chrX	49099500	49100500	chrX_49043000_49100000	promoter	NA	E/P-other	HCT116
chrX	49043500	49044500	chrX	49072500	49073500	chrX_49044000_49073000	enhancer	NA	E/P-other	HCT116
chrX	49154500	49155500	chrX	49268500	49269500	chrX_49155000_49269000	enhancer	enhancer	E-E	HCT116
chrX	49155500	49156500	chrX	49184500	49185500	chrX_49156000_49185000	enhancer	promoter	E-P	HCT116
chrX	49155500	49156500	chrX	49190500	49191500	chrX_49156000_49191000	enhancer	enhancer	E-E	HCT116
chrX	49163500	49164500	chrX	49268500	49269500	chrX_49164000_49269000	promoter	enhancer	E-P	HCT116
chrX	49171500	49172500	chrX	49183500	49184500	chrX_49172000_49184000	promoter	enhancer	E-P	HCT116
chrX	49184500	49185500	chrX	49234500	49235500	chrX_49185000_49235000	promoter	promoter	P-P	HCT116
chrX	49190500	49191500	chrX	49268500	49269500	chrX_49191000_49269000	enhancer	enhancer	E-E	HCT116
chrX	49190500	49191500	chrX	49234500	49235500	chrX_49191000_49235000	enhancer	promoter	E-P	HCT116
chrX	49191500	49192500	chrX	49198500	49199500	chrX_49192000_49199000	enhancer	NA	E/P-other	HCT116
chrX	49191500	49192500	chrX	49282500	49283500	chrX_49192000_49283000	enhancer	NA	E/P-other	HCT116
chrX	49191500	49192500	chrX	49290500	49291500	chrX_49192000_49291000	enhancer	NA	E/P-other	HCT116
chr1	209652526	209653526	chr1	209747449	209748449	chr1_209653026_209747949	promoter	CTCF	E/P-other	HCT116
chr1	209784404	209785404	chr1	209805770	209806770	chr1_209784904_209806270	promoter	promoter	P-P	HCT116
chr1	209805970	209806970	chr1	209827394	209828394	chr1_209806470_209827894	promoter	promoter	P-P	HCT116
chr1	209784464	209785464	chr1	209827454	209828454	chr1_209784964_209827954	promoter	promoter	P-P	HCT116
chr1	209650876	209651876	chr1	209826778	209827778	chr1_209651376_209827278	promoter	promoter	P-P	HCT116
chr1	209651661	209652661	chr1	209806757	209807757	chr1_209652161_209807257	promoter	enhancer	E-P	HCT116
chr1	209652085	209653085	chr1	209691849	209692849	chr1_209652585_209692349	promoter	NA	E/P-other	HCT116
chr5	157141754	157142754	chr5	157730743	157731743	chr5_157142254_157731243	promoter	promoter	P-P	HCT116
chr5	157141675	157142675	chr5	157742581	157743581	chr5_157142175_157743081	promoter	promoter	P-P	HCT116
chr5	159581743	159582743	chr5	159986833	159987833	chr5_159582243_159987333	enhancer	CTCF	E/P-other	HCT116
chr5	159330763	159331763	chr5	159581584	159582584	chr5_159331263_159582084	promoter	enhancer	E-P	HCT116
chr5	159581551	159582551	chr5	159965276	159966276	chr5_159582051_159965776	enhancer	CTCF	E/P-other	HCT116
chr5	159581743	159582743	chr5	160008006	160009006	chr5_159582243_160008506	enhancer	promoter	E-P	HCT116
chr5	159581743	159582743	chr5	159980096	159981096	chr5_159582243_159980596	enhancer	NA	E/P-other	HCT116
chr5	159262814	159263814	chr5	159581711	159582711	chr5_159263314_159582211	promoter	enhancer	E-P	HCT116
chr5	159330698	159331698	chr5	159987679	159988679	chr5_159331198_159988179	promoter	CTCF	E/P-other	HCT116
chr5	159330698	159331698	chr5	159964705	159965705	chr5_159331198_159965205	promoter	CTCF	E/P-other	HCT116
chr5	159330698	159331698	chr5	159915725	159916725	chr5_159331198_159916225	promoter	CTCF	E/P-other	HCT116
chr5	157510977	157511977	chr5	157717103	157718103	chr5_157511477_157717603	enhancer	NA	E/P-other	HCT116
chr5	157574859	157575859	chr5	157742470	157743470	chr5_157575359_157742970	promoter	NA	E/P-other	HCT116
chr5	157141839	157142839	chr5	157265725	157266725	chr5_157142339_157266225	promoter	promoter	P-P	HCT116
chr6	26033602	26034602	chr6	26205051	26206051	chr6_26034102_26205551	promoter	enhancer	E-P	HCT116
chr6	26021464	26022464	chr6	26205051	26206051	chr6_26021964_26205551	promoter	enhancer	E-P	HCT116
chr6	26104002	26105002	chr6	26205051	26206051	chr6_26104502_26205551	promoter	enhancer	E-P	HCT116
chr6	26311653	26312653	chr6	26520516	26521516	chr6_26312153_26521016	enhancer	enhancer	E-E	HCT116
chr6	26329537	26330537	chr6	26520904	26521904	chr6_26330037_26521404	enhancer	enhancer	E-E	HCT116
chr6	26312431	26313431	chr6	26554533	26555533	chr6_26312931_26555033	enhancer	enhancer	E-E	HCT116
chr6	26330315	26331315	chr6	26554728	26555728	chr6_26330815_26555228	enhancer	enhancer	E-E	HCT116
chr6	26342367	26343367	chr6	26595744	26596744	chr6_26342867_26596244	enhancer	promoter	E-P	HCT116
chr6	26329731	26330731	chr6	26595549	26596549	chr6_26330231_26596049	enhancer	enhancer	E-E	HCT116
chr6	26312042	26313042	chr6	26595744	26596744	chr6_26312542_26596244	enhancer	promoter	E-P	HCT116
chr6	26305433	26306433	chr6	26595549	26596549	chr6_26305933_26596049	enhancer	enhancer	E-E	HCT116
chr6	26285994	26286994	chr6	26571056	26572056	chr6_26286494_26571556	enhancer	enhancer	E-E	HCT116
chr6	26286577	26287577	chr6	26554339	26555339	chr6_26287077_26554839	enhancer	enhancer	E-E	HCT116
chr6	26199225	26200225	chr6	26312185	26313185	chr6_26199725_26312685	promoter	enhancer	E-P	HCT116
chr6	26198743	26199743	chr6	26304705	26305705	chr6_26199243_26305205	promoter	enhancer	E-P	HCT116
chr6	26205500	26206500	chr6	26285641	26286641	chr6_26206000_26286141	enhancer	promoter	E-P	HCT116
chr6	26172439	26173439	chr6	26286365	26287365	chr6_26172939_26286865	promoter	enhancer	E-P	HCT116
chr6	26223357	26224357	chr6	26322079	26323079	chr6_26223857_26322579	promoter	promoter	P-P	HCT116
chr6	26055889	26056889	chr6	26123404	26124404	chr6_26056389_26123904	promoter	promoter	P-P	HCT116
chr6	26065362	26066362	chr6	26123613	26124613	chr6_26065862_26124113	enhancer	promoter	E-P	HCT116
chr6	26055460	26056460	chr6	26157227	26158227	chr6_26055960_26157727	promoter	promoter	P-P	HCT116
chr6	26065107	26066107	chr6	26157314	26158314	chr6_26065607_26157814	enhancer	promoter	E-P	HCT116
chr6	26556111	26557111	chr6	26595341	26596341	chr6_26556611_26595841	enhancer	enhancer	E-E	HCT116
chr6	26554643	26555643	chr6	26571846	26572846	chr6_26555143_26572346	enhancer	enhancer	E-E	HCT116
chr6	26286481	26287481	chr6	26330221	26331221	chr6_26286981_26330721	enhancer	enhancer	E-E	HCT116
chr6	26157965	26158965	chr6	26204814	26205814	chr6_26158465_26205314	promoter	enhancer	E-P	HCT116
chr6	26032562	26033562	chr6	26172642	26173642	chr6_26033062_26173142	promoter	promoter	P-P	HCT116
chr6	25278956	25279956	chr6	25489931	25490931	chr6_25279456_25490431	promoter	enhancer	E-P	HCT116
chr6	25279809	25280809	chr6	25556448	25557448	chr6_25280309_25556948	enhancer	CTCF	E/P-other	HCT116
chr6	25279382	25280382	chr6	25602072	25603072	chr6_25279882_25602572	promoter	CTCF	E/P-other	HCT116
chr6	26021060	26022060	chr6	26123134	26124134	chr6_26021560_26123634	promoter	promoter	P-P	HCT116
chr6	26021273	26022273	chr6	26198299	26199299	chr6_26021773_26198799	promoter	promoter	P-P	HCT116
chr6	26054525	26055525	chr6	26188910	26189910	chr6_26055025_26189410	enhancer	promoter	E-P	HCT116
chr6	26065454	26066454	chr6	26188314	26189314	chr6_26065954_26188814	enhancer	promoter	E-P	HCT116
chr6	26054326	26055326	chr6	26197852	26198852	chr6_26054826_26198352	enhancer	enhancer	E-E	HCT116
chr6	26065653	26066653	chr6	26198249	26199249	chr6_26066153_26198749	enhancer	promoter	E-P	HCT116
chr6	26020545	26021545	chr6	26173211	26174211	chr6_26021045_26173711	promoter	enhancer	E-P	HCT116
chr6	26026903	26027903	chr6	26103661	26104661	chr6_26027403_26104161	promoter	promoter	P-P	HCT116
chr6	26026576	26027576	chr6	26065435	26066435	chr6_26027076_26065935	promoter	enhancer	E-P	HCT116
chr6	26033355	26034355	chr6	26065307	26066307	chr6_26033855_26065807	promoter	enhancer	E-P	HCT116
chr6	26103816	26104816	chr6	26123157	26124157	chr6_26104316_26123657	promoter	promoter	P-P	HCT116
chr6	27177856	27178856	chr6	27902767	27903767	chr6_27178356_27903267	enhancer	enhancer	E-E	HCT116
chr6	27132579	27133579	chr6	27893808	27894808	chr6_27133079_27894308	promoter	enhancer	E-P	HCT116
chr6	27147349	27148349	chr6	27893566	27894566	chr6_27147849_27894066	promoter	promoter	P-P	HCT116
chr6	27188994	27189994	chr6	27893808	27894808	chr6_27189494_27894308	enhancer	enhancer	E-E	HCT116
chr6	27177856	27178856	chr6	27894293	27895293	chr6_27178356_27894793	enhancer	enhancer	E-E	HCT116
chr6	27161392	27162392	chr6	27894293	27895293	chr6_27161892_27894793	enhancer	enhancer	E-E	HCT116
chr6	27132579	27133579	chr6	27838362	27839362	chr6_27133079_27838862	promoter	promoter	P-P	HCT116
chr6	27147349	27148349	chr6	27838119	27839119	chr6_27147849_27838619	promoter	promoter	P-P	HCT116
chr6	27147349	27148349	chr6	27808580	27809580	chr6_27147849_27809080	promoter	enhancer	E-P	HCT116
chr6	27177856	27178856	chr6	27808822	27809822	chr6_27178356_27809322	enhancer	enhancer	E-E	HCT116
chr6	27177130	27178130	chr6	27752891	27753891	chr6_27177630_27753391	enhancer	enhancer	E-E	HCT116
chr6	27160908	27161908	chr6	27752649	27753649	chr6_27161408_27753149	enhancer	enhancer	E-E	HCT116
chr6	27147349	27148349	chr6	27752891	27753891	chr6_27147849_27753391	promoter	enhancer	E-P	HCT116
chr6	27161217	27162217	chr6	27838258	27839258	chr6_27161717_27838758	enhancer	promoter	E-P	HCT116
chr6	27177274	27178274	chr6	27837988	27838988	chr6_27177774_27838488	enhancer	promoter	E-P	HCT116
chr6	27188744	27189744	chr6	27837583	27838583	chr6_27189244_27838083	enhancer	promoter	E-P	HCT116
chr6	27188533	27189533	chr6	27693113	27694113	chr6_27189033_27693613	enhancer	promoter	E-P	HCT116
chr6	27177318	27178318	chr6	27692989	27693989	chr6_27177818_27693489	enhancer	promoter	E-P	HCT116
chr6	27177692	27178692	chr6	27686883	27687883	chr6_27178192_27687383	enhancer	enhancer	E-E	HCT116
chr6	27188533	27189533	chr6	27686883	27687883	chr6_27189033_27687383	enhancer	enhancer	E-E	HCT116
chr6	27281354	27282354	chr6	27753251	27754251	chr6_27281854_27753751	enhancer	enhancer	E-E	HCT116
chr6	27251420	27252420	chr6	27753251	27754251	chr6_27251920_27753751	enhancer	enhancer	E-E	HCT116
chr6	27236176	27237176	chr6	27753251	27754251	chr6_27236676_27753751	enhancer	enhancer	E-E	HCT116
chr6	27230909	27231909	chr6	27752974	27753974	chr6_27231409_27753474	enhancer	enhancer	E-E	HCT116
chr6	27251648	27252648	chr6	27693814	27694814	chr6_27252148_27694314	enhancer	promoter	E-P	HCT116
chr6	27280586	27281586	chr6	27694956	27695956	chr6_27281086_27695456	enhancer	NA	E/P-other	HCT116
chr6	27295436	27296436	chr6	27693814	27694814	chr6_27295936_27694314	enhancer	promoter	E-P	HCT116
chr6	27333892	27334892	chr6	27693052	27694052	chr6_27334392_27693552	enhancer	promoter	E-P	HCT116
chr6	27295816	27296816	chr6	27685056	27686056	chr6_27296316_27685556	enhancer	NA	E/P-other	HCT116
chr6	27333511	27334511	chr6	27685818	27686818	chr6_27334011_27686318	enhancer	NA	E/P-other	HCT116
chr6	27132611	27133611	chr6	27671201	27672201	chr6_27133111_27671701	promoter	enhancer	E-P	HCT116
chr6	27505042	27506042	chr6	27593023	27594023	chr6_27505542_27593523	enhancer	enhancer	E-E	HCT116
chr6	27546651	27547651	chr6	27593385	27594385	chr6_27547151_27593885	enhancer	NA	E/P-other	HCT116
chr6	27505042	27506042	chr6	27606772	27607772	chr6_27505542_27607272	enhancer	NA	E/P-other	HCT116
chr6	27533180	27534180	chr6	27606499	27607499	chr6_27533680_27606999	enhancer	NA	E/P-other	HCT116
chr6	27547906	27548906	chr6	27606300	27607300	chr6_27548406_27606800	enhancer	NA	E/P-other	HCT116
chr6	27505321	27506321	chr6	27686894	27687894	chr6_27505821_27687394	enhancer	enhancer	E-E	HCT116
chr6	27532782	27533782	chr6	27686496	27687496	chr6_27533282_27686996	enhancer	enhancer	E-E	HCT116
chr6	27547309	27548309	chr6	27686695	27687695	chr6_27547809_27687195	enhancer	enhancer	E-E	HCT116
chr6	27505520	27506520	chr6	27694654	27695654	chr6_27506020_27695154	enhancer	NA	E/P-other	HCT116
chr6	27505719	27506719	chr6	27672964	27673964	chr6_27506219_27673464	enhancer	enhancer	E-E	HCT116
chr6	27532384	27533384	chr6	27672566	27673566	chr6_27532884_27673066	enhancer	enhancer	E-E	HCT116
chr6	27546911	27547911	chr6	27672566	27673566	chr6_27547411_27673066	enhancer	enhancer	E-E	HCT116
chr6	27473482	27474482	chr6	27671969	27672969	chr6_27473982_27672469	enhancer	enhancer	E-E	HCT116
chr6	27473681	27474681	chr6	27686297	27687297	chr6_27474181_27686797	enhancer	enhancer	E-E	HCT116
chr6	27503356	27504356	chr6	27753184	27754184	chr6_27503856_27753684	enhancer	enhancer	E-E	HCT116
chr6	27686907	27687907	chr6	27793424	27794424	chr6_27687407_27793924	enhancer	NA	E/P-other	HCT116
chr6	27672605	27673605	chr6	27753073	27754073	chr6_27673105_27753573	enhancer	enhancer	E-E	HCT116
chr6	27688439	27689439	chr6	27753584	27754584	chr6_27688939_27754084	enhancer	enhancer	E-E	HCT116
chr6	27473601	27474601	chr6	27902736	27903736	chr6_27474101_27903236	enhancer	enhancer	E-E	HCT116
chr6	27504925	27505925	chr6	27894050	27895050	chr6_27505425_27894550	enhancer	enhancer	E-E	HCT116
chr6	27604468	27605468	chr6	27686269	27687269	chr6_27604968_27686769	enhancer	NA	E/P-other	HCT116
chr6	27604928	27605928	chr6	27693624	27694624	chr6_27605428_27694124	enhancer	promoter	E-P	HCT116
chr6	27473865	27474865	chr6	27893260	27894260	chr6_27474365_27893760	enhancer	promoter	E-P	HCT116
chr6	27505188	27506188	chr6	27902473	27903473	chr6_27505688_27902973	enhancer	enhancer	E-E	HCT116
chr6	27161685	27162685	chr6	27793646	27794646	chr6_27162185_27794146	enhancer	NA	E/P-other	HCT116
chr6	27547789	27548789	chr6	27903363	27904363	chr6_27548289_27903863	enhancer	enhancer	E-E	HCT116
chr6	27795320	27796320	chr6	27895266	27896266	chr6_27795820_27895766	enhancer	enhancer	E-E	HCT116
chr6	27811514	27812514	chr6	27892953	27893953	chr6_27812014_27893453	enhancer	promoter	E-P	HCT116
chr6	27754258	27755258	chr6	27895845	27896845	chr6_27754758_27896345	enhancer	NA	E/P-other	HCT116
chr6	28080334	28081334	chr6	28355218	28356218	chr6_28080834_28355718	promoter	promoter	P-P	HCT116
chr6	28124858	28125858	chr6	28355718	28356718	chr6_28125358_28356218	enhancer	promoter	E-P	HCT116
chr6	28124358	28125358	chr6	28384233	28385233	chr6_28124858_28384733	promoter	NA	E/P-other	HCT116
chr6	28080334	28081334	chr6	28382733	28383733	chr6_28080834_28383233	promoter	enhancer	E-P	HCT116
chr6	28080835	28081835	chr6	28335708	28336708	chr6_28081335_28336208	promoter	promoter	P-P	HCT116
chr6	28080835	28081835	chr6	28267172	28268172	chr6_28081335_28267672	promoter	promoter	P-P	HCT116
chr6	28123857	28124857	chr6	28253164	28254164	chr6_28124357_28253664	promoter	NA	E/P-other	HCT116
chr6	28080835	28081835	chr6	28225150	28226150	chr6_28081335_28225650	promoter	promoter	P-P	HCT116
chr6	28080835	28081835	chr6	28213143	28214143	chr6_28081335_28213643	promoter	enhancer	E-P	HCT116
chr6	28225065	28226065	chr6	28354889	28355889	chr6_28225565_28355389	promoter	enhancer	E-P	HCT116
chr6	28213122	28214122	chr6	28354889	28355889	chr6_28213622_28355389	enhancer	enhancer	E-E	HCT116
chr6	28267205	28268205	chr6	28383378	28384378	chr6_28267705_28383878	promoter	enhancer	E-P	HCT116
chr6	28267624	28268624	chr6	28334669	28335669	chr6_28268124_28335169	enhancer	enhancer	E-E	HCT116
chr6	28213036	28214036	chr6	28335089	28336089	chr6_28213536_28335589	enhancer	promoter	E-P	HCT116
chr6	27894509	27895509	chr6	28355109	28356109	chr6_27895009_28355609	enhancer	enhancer	E-E	HCT116
chr6	27903691	27904691	chr6	28355109	28356109	chr6_27904191_28355609	enhancer	enhancer	E-E	HCT116
chr6	27133211	27134211	chr6	27809395	27810395	chr6_27133711_27809895	enhancer	promoter	E-P	HCT116
chr6	27133211	27134211	chr6	27794346	27795346	chr6_27133711_27794846	enhancer	NA	E/P-other	HCT116
chr6	27504695	27505695	chr6	27548196	27549196	chr6_27505195_27548696	enhancer	enhancer	E-E	HCT116
chr6	27504695	27505695	chr6	27532106	27533106	chr6_27505195_27532606	enhancer	enhancer	E-E	HCT116
chr6	27809634	27810634	chr6	28355942	28356942	chr6_27810134_28356442	promoter	promoter	P-P	HCT116
chr6	27838550	27839550	chr6	28351413	28352413	chr6_27839050_28351913	promoter	NA	E/P-other	HCT116
chr6	27903699	27904699	chr6	28349671	28350671	chr6_27904199_28350171	enhancer	promoter	E-P	HCT116
chr6	27894293	27895293	chr6	28350019	28351019	chr6_27894793_28350519	enhancer	promoter	E-P	HCT116
chr6	28080822	28081822	chr6	28135710	28136710	chr6_28081322_28136210	promoter	promoter	P-P	HCT116
chr6	27903683	27904683	chr6	28080413	28081413	chr6_27904183_28080913	enhancer	promoter	E-P	HCT116
chr6	27893245	27894245	chr6	28080413	28081413	chr6_27893745_28080913	promoter	promoter	P-P	HCT116
chr6	27838070	27839070	chr6	28080786	28081786	chr6_27838570_28081286	promoter	promoter	P-P	HCT116
chr6	25278368	25279368	chr6	25889135	25890135	chr6_25278868_25889635	promoter	NA	E/P-other	HCT116
chr6	27161879	27162879	chr6	27605710	27606710	chr6_27162379_27606210	enhancer	enhancer	E-E	HCT116
chr6	27175336	27176336	chr6	27605172	27606172	chr6_27175836_27605672	enhancer	enhancer	E-E	HCT116
chr6	27162417	27163417	chr6	27547037	27548037	chr6_27162917_27547537	enhancer	enhancer	E-E	HCT116
chr6	27280839	27281839	chr6	27547576	27548576	chr6_27281339_27548076	enhancer	enhancer	E-E	HCT116
chr6	27824744	27825744	chr6	27892341	27893341	chr6_27825244_27892841	enhancer	promoter	E-P	HCT116
chr6	27838631	27839631	chr6	27892341	27893341	chr6_27839131_27892841	promoter	promoter	P-P	HCT116
chr6	27147711	27148711	chr6	27902526	27903526	chr6_27148211_27903026	promoter	enhancer	E-P	HCT116
chr6	28225224	28226224	chr6	28349514	28350514	chr6_28225724_28350014	promoter	promoter	P-P	HCT116
chr6	27132372	27133372	chr6	27902526	27903526	chr6_27132872_27903026	promoter	enhancer	E-P	HCT116
chr6	27281053	27282053	chr6	27604297	27605297	chr6_27281553_27604797	enhancer	enhancer	E-E	HCT116
chr6	26312489	26313489	chr6	27892187	27893187	chr6_26312989_27892687	enhancer	promoter	E-P	HCT116
chr6	26330777	26331777	chr6	27891111	27892111	chr6_26331277_27891611	promoter	enhancer	E-P	HCT116
chr6	26158007	26159007	chr6	26328504	26329504	chr6_26158507_26329004	promoter	enhancer	E-P	HCT116
chr6	26124267	26125267	chr6	26328925	26329925	chr6_26124767_26329425	promoter	NA	E/P-other	HCT116
chr6	26124267	26125267	chr6	26320912	26321912	chr6_26124767_26321412	promoter	enhancer	E-P	HCT116
chr6	26158007	26159007	chr6	26320912	26321912	chr6_26158507_26321412	promoter	enhancer	E-P	HCT116
chr6	26205243	26206243	chr6	26322177	26323177	chr6_26205743_26322677	enhancer	promoter	E-P	HCT116
chr6	26206086	26207086	chr6	26312477	26313477	chr6_26206586_26312977	enhancer	enhancer	E-E	HCT116
chr6	26198495	26199495	chr6	26328925	26329925	chr6_26198995_26329425	promoter	NA	E/P-other	HCT116
chr6	26206508	26207508	chr6	26329347	26330347	chr6_26207008_26329847	enhancer	enhancer	E-E	HCT116
chr6	26124267	26125267	chr6	26285907	26286907	chr6_26124767_26286407	promoter	enhancer	E-P	HCT116
chr6	26198495	26199495	chr6	26285907	26286907	chr6_26198995_26286407	promoter	enhancer	E-P	HCT116
chr6	26055692	26056692	chr6	26172497	26173497	chr6_26056192_26172997	promoter	promoter	P-P	HCT116
chr6	26172352	26173352	chr6	26205197	26206197	chr6_26172852_26205697	promoter	enhancer	E-P	HCT116
chr6	26172443	26173443	chr6	26198105	26199105	chr6_26172943_26198605	promoter	promoter	P-P	HCT116
chr6	26312398	26313398	chr6	27672164	27673164	chr6_26312898_27672664	enhancer	enhancer	E-E	HCT116
chr6	26173572	26174572	chr6	27079280	27080280	chr6_26174072_27079780	enhancer	NA	E/P-other	HCT116
chr6	26330554	26331554	chr6	27546326	27547326	chr6_26331054_27546826	enhancer	NA	E/P-other	HCT116
chr6	26328676	26329676	chr6	27753552	27754552	chr6_26329176_27754052	enhancer	enhancer	E-E	HCT116
chr6	26313025	26314025	chr6	27502502	27503502	chr6_26313525_27503002	enhancer	enhancer	E-E	HCT116
chr6	26173572	26174572	chr6	27091115	27092115	chr6_26174072_27091615	enhancer	enhancer	E-E	HCT116
chr6	26313651	26314651	chr6	27692824	27693824	chr6_26314151_27693324	enhancer	enhancer	E-E	HCT116
chr6	26310520	26311520	chr6	27604550	27605550	chr6_26311020_27605050	enhancer	enhancer	E-E	HCT116
chr6	26312398	26313398	chr6	27474955	27475955	chr6_26312898_27475455	enhancer	NA	E/P-other	HCT116
chr6	26329928	26330928	chr6	27605802	27606802	chr6_26330428_27606302	enhancer	enhancer	E-E	HCT116
chr6	26308642	26309642	chr6	27753552	27754552	chr6_26309142_27754052	enhancer	enhancer	E-E	HCT116
chr6	26327019	26328019	chr6	27826844	27827844	chr6_26327519_27827344	enhancer	NA	E/P-other	HCT116
chr6	26065229	26066229	chr6	26596014	26597014	chr6_26065729_26596514	enhancer	promoter	E-P	HCT116
chr6	26555263	26556263	chr6	27502416	27503416	chr6_26555763_27502916	enhancer	enhancer	E-E	HCT116
chr6	26055277	26056277	chr6	26571465	26572465	chr6_26055777_26571965	promoter	enhancer	E-P	HCT116
chr6	26054614	26055614	chr6	26554215	26555215	chr6_26055114_26554715	enhancer	enhancer	E-E	HCT116
chr6	26596806	26597806	chr6	27503900	27504900	chr6_26597306_27504400	promoter	enhancer	E-P	HCT116
chr6	26032055	26033055	chr6	26595351	26596351	chr6_26032555_26595851	promoter	enhancer	E-P	HCT116
chr6	26056604	26057604	chr6	26596014	26597014	chr6_26057104_26596514	enhancer	promoter	E-P	HCT116
chr6	26555314	26556314	chr6	27901475	27902475	chr6_26555814_27901975	enhancer	enhancer	E-E	HCT116
chr6	26554932	26555932	chr6	27893323	27894323	chr6_26555432_27893823	enhancer	promoter	E-P	HCT116
chr6	26572642	26573642	chr6	27503072	27504072	chr6_26573142_27503572	enhancer	enhancer	E-E	HCT116
chr6	26027132	26028132	chr6	26123172	26124172	chr6_26027632_26123672	promoter	promoter	P-P	HCT116
